,final_match_id,final_qual,final_match,num_pdbs,PDB,ALPHAFOLD,ALPHAFOLD_MULTIMER,SWISS,ITASSER
Unmodelled_MONOMER_b1343,Unmodelled_MONOMER_b1343_&_full_match_1,90.91669584245079,{'AF-P21693-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1340,Unmodelled_MONOMER_b1340_&_full_match_2,86.52475935828879,{'AF-P76053-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1341,Unmodelled_MONOMER_b1341_&_full_match_1,90.86073170731709,{'AF-P77302-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
ABC-54-CPLX,ABC-54-CPLX_&_full_match_0,78.23101045296167,{'ABC-54-CPLX_AlphaMulti': 1},1.0,,,1.0,,
G6425-MONOMER,G6425-MONOMER_&_full_match_3,99.3,{'P75792_2_270_1rlm_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1698,Unmodelled_MONOMER_b1698_&_full_match_1,98.7,{'P77378_5_312_5ol2_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1699,Unmodelled_MONOMER_b1699_&_full_match_1,94.93205128205128,{'AF-P77337-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1348,Unmodelled_MONOMER_b1348_&_full_match_0,80.01859375,{'AF-P33229-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1349,Unmodelled_MONOMER_b1349_&_full_match_1,79.67204460966542,{'AF-P33228-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_TRIMER_b1547,Unmodelled_TRIMER_b1547_&_full_match_0,72.5,{'P77515_89_320_2xgf_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0874,Unmodelled_MONOMER_b0874_&_full_match_0,90.35013377926424,{'AF-P75826-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
ACETYL-COA-CARBOXYLTRANSFER-CPLX,ACETYL-COA-CARBOXYLTRANSFER-CPLX_&_full_match_0,89.36436597110755,{'2f9y-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b4543,Unmodelled_MONOMER_b4543_&_full_match_0,92.91344262295084,{'AF-V9HVX0-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3232,Unmodelled_MONOMER_b3232_&_full_match_0,89.23634666666666,{'AF-P64612-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1742,Unmodelled_MONOMER_b1742_&_full_match_1,95.01319371727749,{'AF-P76214-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1741,Unmodelled_MONOMER_b1741_&_full_match_0,88.85925423728813,{'AF-P76213-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1749,Unmodelled_MONOMER_b1749_&_full_match_0,100.0,{'1ako-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
PHOSGLYCMUTASE,PHOSGLYCMUTASE_&_full_match_0,98.4,{'1e58-assembly1.cif_&_MATCH_1': 1},1.0,1.0,,,,
EG10723-MONOMER,EG10723-MONOMER_&_full_match_0,91.1202162162162,{'AF-P16690-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
THIH-MONOMER_THIF-MONOMER_THII-MONOMER_THIS-MONOMER,THIH-MONOMER_THIF-MONOMER_THII-MONOMER_THIS-MONOMER_&_subset_match_0,93.82926020408163,"{'1f0z-assembly1.cif_&_NOBFS_0': 1, 'AF-P30138-F1-model_v2_&_NOBFS_0': 1, 'AF-P30140-F1-model_v2_&_NOBFS_0': 1, 'AF-P77718-F1-model_v2_&_NOBFS_0': 1}",4.0,0.05612244897959184,0.9438775510204083,,,
Unmodelled_MONOMER_b0412,Unmodelled_MONOMER_b0412_&_full_match_1,88.8,{'P46122_21_179_2jwy_&_NOBFS_0': 1},1.0,,,,1.0,
DusC_mono,DusC_mono_&_full_match_3,100.0,{'P33371_1_315_4bf9_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4542,Unmodelled_MONOMER_b4542_&_full_match_1,82.36714285714284,{'AF-Q2EES6-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
ABC-9-CPLX,ABC-9-CPLX_&_full_match_0,86.87747260273972,{'ABC-9-CPLX_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-7744,CPLX0-7744_&_full_match_0,99.05,{'1q6o-assembly1.cif_&_MATCH_1': 1},1.0,1.0,,,,
CHEZ-CPLX,CHEZ-CPLX_&_full_match_0,72.26058411214953,{'CHEZ-CPLX_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-7747,CPLX0-7747_&_full_match_0,100.0,{'P0A862_1_168_4af2_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7760,CPLX0-7760_&_full_match_0,90.20491021324354,{'CPLX0-7760_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-7741,CPLX0-7741_&_full_match_0,92.89571428571428,{'CPLX0-7741_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-7748,CPLX0-7748_&_full_match_0,99.1,{'P0AE88_1_230_5ed4_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7904,CPLX0-7904_&_full_match_1,98.475,{'P33022_3_311_3b9x_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4541,Unmodelled_MONOMER_b4541_&_full_match_1,81.22104761904761,{'AF-P33347-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b0780,Unmodelled_DIMER_b0780_&_full_match_0,97.0,{'P75767_8_300_2ppv_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_TETRAMER_b2774,Unmodelled_TETRAMER_b2774_&_full_match_1,95.4,{'P76633_12_260_3uf0_&_NOBFS_0': 1},1.0,,,,1.0,
EG10202-DIMER,EG10202-DIMER_&_full_match_1,95.6,{'P24228_22_477_2ex2_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_TETRAMER_b3718,Unmodelled_TETRAMER_b3718_&_full_match_1,98.8,{'P31470_2_238_6nbg_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_OCTAMER_b0889,Unmodelled_OCTAMER_b0889_&_full_match_0,93.6,{'2gqq-assembly1.cif_&_MATCH_1': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b0909,Unmodelled_MONOMER_b0909_&_full_match_2,88.41082677165353,{'AF-P43674-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0379,Unmodelled_MONOMER_b0379_&_full_match_0,66.48166666666667,{'AF-P0AAP7-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0906,Unmodelled_MONOMER_b0906_&_full_match_2,88.02147826086956,{'AF-P75839-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0900,Unmodelled_MONOMER_b0900_&_full_match_0,88.47480132450329,{'AF-P75836-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
RsmB_mono,RsmB_mono_&_full_match_2,99.5,{'RSMB_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_TRIMER_b4248,Unmodelled_TRIMER_b4248_&_full_match_0,99.2,{'1pf5-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
CPLX0-1421,CPLX0-1421_&_full_match_0,100.0,{'P0ABD3_1_158_1bfr_&_NOBFS_0': 1},1.0,,,,1.0,
ACETYLORNDEACET-CPLX,ACETYLORNDEACET-CPLX_&_full_match_0,98.55,{'7rsf-assembly1.cif_&_MATCH_2': 1},1.0,1.0,,,,
Unmodelled_TRIMER_b0035,Unmodelled_TRIMER_b0035_&_full_match_1,86.2,{'P39206_1_170_6ive_&_NOBFS_0': 1},1.0,,,,1.0,
EG50003-MONOMER,EG50003-MONOMER_&_full_match_1,99.1,{'ACP_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
DusA_mono,DusA_mono_&_full_match_2,93.194115942029,{'AF-P32695-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b1874,Unmodelled_DIMER_b1874_&_full_match_0,99.6,{'P67826_2_248_1twd_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-224,CPLX0-224_&_full_match_0,90.85,{'P80644_1_174_6dqp_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1237,Unmodelled_MONOMER_b1237_&_full_match_3,85.6092700729927,{'AF-P0ACF8-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1234,Unmodelled_MONOMER_b1234_&_full_match_0,87.4,{'RSSA_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b1235,Unmodelled_MONOMER_b1235_&_full_match_2,99.4,{'P0AEV1_3_337_6od1_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2121,Unmodelled_MONOMER_b2121_&_full_match_0,80.63547619047621,{'AF-P33352-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0346,Unmodelled_MONOMER_b0346_&_full_match_1,89.91191335740072,{'AF-P77569-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0833,Unmodelled_MONOMER_b0833_&_full_match_0,83.80616368286447,{'AF-P75800-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4547,Unmodelled_MONOMER_b4547_&_full_match_1,82.67075757575759,{'AF-Q2EET2-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1529,Unmodelled_MONOMER_b1529_&_full_match_0,88.9,{'MARC_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b0836,Unmodelled_MONOMER_b0836_&_full_match_0,86.22094488188976,{'AF-P0AAY1-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0835,Unmodelled_MONOMER_b0835_&_full_match_2,97.7,{'P0AEI4_9_439_4jc0_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0834,Unmodelled_MONOMER_b0834_&_full_match_2,87.6847963800905,{'AF-P75801-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1522,Unmodelled_MONOMER_b1522_&_full_match_1,87.92415873015872,{'AF-P76147-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1523,Unmodelled_MONOMER_b1523_&_full_match_1,96.47663865546221,{'AF-P76148-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1526,Unmodelled_MONOMER_b1526_&_full_match_0,90.79518771331057,{'AF-P77309-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1527,Unmodelled_MONOMER_b1527_&_full_match_1,54.112506738544475,{'AF-P76150-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2135,Unmodelled_MONOMER_b2135_&_full_match_1,83.21687179487179,{'AF-P0AD17-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_TETRAMER_b1512,Unmodelled_TETRAMER_b1512_&_full_match_1,97.2,{'4l5j-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
GLUTAREDOXIN-MONOMER,GLUTAREDOXIN-MONOMER_&_full_match_1,100.0,{'P68688_1_85_1ego_&_NOBFS_0': 1},1.0,,,,1.0,
SECD-SECF-YAJC-YIDC-CPLX,SECD-SECF-YAJC-YIDC-CPLX_&_full_match_1,77.6453530534351,{'b0409_1__b0408_1__b0407_1__AlphaMulti': 1},1.0,,,1.0,,
EG11437-DIMER,EG11437-DIMER_&_full_match_0,93.4,{'P27247_4_336_6a1k_&_NOBFS_0': 1},1.0,,,,1.0,
EG11341-MONOMER,EG11341-MONOMER_&_full_match_0,93.63950581395348,{'AF-P25742-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3593,Unmodelled_MONOMER_b3593_&_full_match_0,81.63859840232391,{'AF-P16916-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4546,Unmodelled_MONOMER_b4546_&_full_match_0,96.36875,{'AF-P0AD40-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
RpsU_mono,RpsU_mono_&_full_match_1,88.7,{'P68679_5_67_6spe_&_NOBFS_0': 1},1.0,,,,1.0,
OROPRIBTRANS-CPLX,OROPRIBTRANS-CPLX_&_full_match_1,100.0,{'P0A7E3_1_213_1lh0_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b1273,Unmodelled_DIMER_b1273_&_full_match_1,97.0,{'P0AB61_2_82_3m92_&_NOBFS_0': 1},1.0,,,,1.0,
SECE-G-Y-CPLX,SECE-G-Y-CPLX_&_full_match_0,68.80227941176472,{'SECE-G-Y-CPLX_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_DIMER_b2837,Unmodelled_DIMER_b2837_&_full_match_1,96.8,{'P03024_2_333_1jft_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b2834,Unmodelled_DIMER_b2834_&_full_match_0,100.0,{'1lqa-assembly3.cif_&_MATCH_4': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b4110,Unmodelled_MONOMER_b4110_&_full_match_2,90.52712328767124,{'AF-P39267-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b0676,Unmodelled_DIMER_b0676_&_full_match_1,96.8,{'P0AF20_13_405_1z05_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4112,Unmodelled_MONOMER_b4112_&_full_match_1,76.06820936639119,{'AF-P30844-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4113,Unmodelled_MONOMER_b4113_&_full_match_0,96.8,{'BASR_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
OHMETHYLBILANESYN-MONOMER,OHMETHYLBILANESYN-MONOMER_&_full_match_1,97.4,{'P06983_3_307_1pda_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1406,Unmodelled_MONOMER_b1406_&_full_match_3,98.3,{'P25906_4_284_6kik_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4116,Unmodelled_MONOMER_b4116_&_full_match_2,97.6,{'P33234_4_250_6pb9_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4118,Unmodelled_MONOMER_b4118_&_full_match_0,86.8,{'P0ACH8_36_297_6pb9_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7630,CPLX0-7630_&_subset_match_0,86.1,{'1ivn-assembly2.cif_&_NOBFS_0': 2},2.0,1.0,,,,
CPLX0-7631,CPLX0-7631_&_full_match_0,100.0,{'1fui-assembly3.cif_&_NOBFS_0': 1},1.0,1.0,,,,
CPLX0-7632,CPLX0-7632_&_full_match_0,99.5,{'P0A8G6_2_198_4dy4_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0122,Unmodelled_MONOMER_b0122_&_full_match_1,88.63208695652176,{'AF-P0AA95-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
NITRATREDUCTA-CPLX,NITRATREDUCTA-CPLX_&_full_match_0,99.61738911290323,{'1q16-assembly1.cif_&_MATCH_161': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b4658,Unmodelled_MONOMER_b4658_&_full_match_0,9.7,{'3f67-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
G6260-MONOMER,G6260-MONOMER_&_full_match_0,83.03667865707433,{'AF-Q59385-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
YheM_mono,YheM_mono_&_full_match_0,100.0,{'P45531_1_119_2d1p_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4604,Unmodelled_MONOMER_b4604_&_full_match_1,79.42296296296297,{'AF-A5A619-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4605,Unmodelled_MONOMER_b4605_&_full_match_0,62.41531914893618,{'AF-A0A385XJK5-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4606,Unmodelled_MONOMER_b4606_&_full_match_1,91.15842105263157,{'AF-A5A621-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-2081,CPLX0-2081_&_subset_match_0,88.12573699421966,"{'P76015_2_355_3pnk_&_NOBFS_0': 1, 'b1198_2__b1199_2__AlphaMulti': 1}",2.0,,,0.6570327552986512,0.34296724470134876,
Unmodelled_MONOMER_b4598,Unmodelled_MONOMER_b4598_&_full_match_1,90.55612903225806,{'AF-A5A615-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
TSR-CPLX,TSR-CPLX_&_subset_match_186,85.01798037315241,"{'AF-P02942-F1-model_v2_&_NOBFS_0': 10, 'CHEA-CPLX_AlphaMulti': 1, 'b4355_2__AlphaMulti': 1, 'b1887_2__AlphaMulti': 1}",13.0,,0.6675551247879816,0.33244487521201843,,
CYTIDEAM-CPLX,CYTIDEAM-CPLX_&_full_match_0,100.0,{'P0ABF6_1_294_1aln_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4594,Unmodelled_MONOMER_b4594_&_full_match_1,58.33983606557378,{'AF-A5A612-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4595,Unmodelled_MONOMER_b4595_&_full_match_1,92.8978947368421,{'AF-A5A613-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4596,Unmodelled_MONOMER_b4596_&_full_match_0,86.98175438596493,{'AF-A5A614-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2634,Unmodelled_MONOMER_b2634_&_full_match_2,84.13669527896995,{'AF-P52133-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CARBPSYN-CPLX,CARBPSYN-CPLX_&_full_match_0,98.70501718213059,{'1cs0-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b0011,Unmodelled_MONOMER_b0011_&_full_match_1,73.34168776371307,{'AF-P75617-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0013,Unmodelled_MONOMER_b0013_&_full_match_1,83.57865671641791,{'AF-P28696-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0012,Unmodelled_MONOMER_b0012_&_full_match_0,34.3178,{'HTGA_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
NAPAB-CPLX_NAPC-MONOMER,NAPAB-CPLX_NAPC-MONOMER_&_full_match_0,89.4272387425658,{'NAPAB-CPLX_NAPC-MONOMER_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b0016,Unmodelled_MONOMER_b0016_&_full_match_1,85.96581081081081,{'AF-P0CF91-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
EG11340-MONOMER,EG11340-MONOMER_&_full_match_1,96.2,{'P25741_4_258_6dfl_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3690,Unmodelled_MONOMER_b3690_&_full_match_2,96.58406779661017,{'AF-P31456-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3696,Unmodelled_MONOMER_b3696_&_full_match_0,79.67027522935781,{'AF-P0ADM6-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3697,Unmodelled_MONOMER_b3697_&_full_match_3,99.8,{'YIDA_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b2505,Unmodelled_MONOMER_b2505_&_full_match_1,65.22976744186046,{'AF-P65290-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2504,Unmodelled_MONOMER_b2504_&_full_match_1,72.60984126984125,{'AF-P64545-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2506,Unmodelled_MONOMER_b2506_&_full_match_1,88.24541899441337,{'AF-P76573-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b0901,Unmodelled_DIMER_b0901_&_full_match_1,97.4,{'P43340_5_195_4gi5_&_NOBFS_0': 1},1.0,,,,1.0,
XANTHOSINEPHOSPHORY-CPLX,XANTHOSINEPHOSPHORY-CPLX_&_full_match_0,98.6,{'1yqq-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b2503,Unmodelled_MONOMER_b2503_&_full_match_0,87.56997322623829,{'AF-P77172-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3054,Unmodelled_MONOMER_b3054_&_full_match_2,98.8,{'P30871_1_428_5a61_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3055,Unmodelled_MONOMER_b3055_&_full_match_0,78.48320388349514,{'AF-P0ADT8-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2778,Unmodelled_MONOMER_b2778_&_full_match_0,75.98275862068967,{'AF-P55140-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3050,Unmodelled_MONOMER_b3050_&_full_match_1,85.492009569378,{'AF-P76657-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3051,Unmodelled_MONOMER_b3051_&_full_match_0,79.24028933092225,{'AF-P77306-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-1601,CPLX0-1601_&_subset_match_1,93.86553707224334,"{'b1589_1__b1588_1__b1590_1__AlphaMulti': 1, 'P77374_48_808_1e60_&_NOBFS_0': 1}",2.0,,,0.6159695817490495,0.3840304182509506,
Unmodelled_MONOMER_b3053,Unmodelled_MONOMER_b3053_&_full_match_0,92.73734672304441,{'AF-P30870-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0335,Unmodelled_MONOMER_b0335_&_full_match_2,99.7,{'P77495_2_627_5vpv_&_NOBFS_0': 1},1.0,,,,1.0,
EG11350-MONOMER,EG11350-MONOMER_&_full_match_1,93.98717041800644,{'AF-P27126-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CYTDEAM-HEXAMER,CYTDEAM-HEXAMER_&_full_match_1,99.1,{'P25524_5_427_1r9z_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0648,Unmodelled_MONOMER_b0648_&_full_match_0,94.42191489361704,{'AF-P77427-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b2453,Unmodelled_DIMER_b2453_&_full_match_0,94.9,{'P76553_21_395_4fr2_&_NOBFS_0': 1},1.0,,,,1.0,
ALPHA-SUBUNIT-CPLX,ALPHA-SUBUNIT-CPLX_&_full_match_0,92.26473787680209,{'b1475_1__b1474_1__b1476_1__AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b1838,Unmodelled_MONOMER_b1838_&_full_match_3,97.2,{'PRP1_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b1839,Unmodelled_MONOMER_b1839_&_full_match_0,90.6825663716814,{'AF-P64506-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-3141,CPLX0-3141_&_full_match_0,99.0,{'P0ADU2_1_103_1r6y_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1831,Unmodelled_MONOMER_b1831_&_full_match_3,74.36331896551725,{'AF-P45577-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1833,Unmodelled_MONOMER_b1833_&_full_match_1,86.2526463700234,{'AF-P0AD03-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1834,Unmodelled_MONOMER_b1834_&_full_match_1,84.3,{'YEBT_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_DIMER_b1477,Unmodelled_DIMER_b1477_&_full_match_0,94.7,{'2ict-assembly2.cif_&_MATCH_1': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b1836,Unmodelled_MONOMER_b1836_&_full_match_0,94.5238461538462,{'AF-P64503-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1837,Unmodelled_MONOMER_b1837_&_full_match_1,84.17396825396825,{'AF-P76275-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
DIHYDROOROT-CPLX,DIHYDROOROT-CPLX_&_full_match_1,98.75,{'P05020_4_347_2z26_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b0299,Unmodelled_DIMER_b0299_&_full_match_0,94.8,{'P0CF79_3_275_5hoo_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4330,Unmodelled_MONOMER_b4330_&_full_match_0,83.16030837004405,{'AF-P39379-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4331,Unmodelled_MONOMER_b4331_&_full_match_0,95.7,{'P39380_9_184_6ede_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3474,Unmodelled_MONOMER_b3474_&_full_match_1,83.71335243553008,{'AF-P0AGM0-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX,ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX_&_full_match_0,100.0,{'P0A9Q9_1_367_1t4d_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3472,Unmodelled_MONOMER_b3472_&_full_match_0,83.20702702702701,{'AF-P0AEE1-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3473,Unmodelled_MONOMER_b3473_&_full_match_1,91.1,{'YHHS_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b4336,Unmodelled_MONOMER_b4336_&_full_match_1,86.41281690140846,{'AF-P39385-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3471,Unmodelled_MONOMER_b3471_&_full_match_0,92.6345,{'YHHQ_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
EG10626-MONOMER,EG10626-MONOMER_&_full_match_2,100.0,{'P08337_1_129_1puq_&_NOBFS_0': 1},1.0,,,,1.0,
EG10696-MONOMER,EG10696-MONOMER_&_full_match_1,99.7,{'P04825_4_870_4xmz_&_NOBFS_0': 1},1.0,,,,1.0,
