,alphafold1_model_score,alphafold1_ipTM,alphafold1_pTM,plddt,pdb_file,score_file,dfparent_index,sequence_length,QCQA_verdict,PDB,SWISS,Comments
CPLX0-8199,0.504,0.5,0.52,82.64433041301628,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8199.result/CPLX0-8199_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8199.result/CPLX0-8199_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-8199,1598.0,Good,,,
ABC-52-CPLX,0.7960000171661378,0.7900000214576721,0.82,84.59445482866042,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-52-CPLX.result/ABC-52-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-52-CPLX.result/ABC-52-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-52-CPLX,1604.0,Good,,,
b3699_2_,0.596,0.59,0.62,83.13191542288557,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3699_2_.result/b3699_2__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3699_2_.result/b3699_2__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b3699_2_,1608.0,Good,,,
ASPKINIIHOMOSERDEHYDROGII-CPLX,0.684,0.68,0.7,91.20562345679012,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ASPKINIIHOMOSERDEHYDROGII-CPLX.result/ASPKINIIHOMOSERDEHYDROGII-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ASPKINIIHOMOSERDEHYDROGII-CPLX.result/ASPKINIIHOMOSERDEHYDROGII-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ASPKINIIHOMOSERDEHYDROGII-CPLX,1620.0,Good,,,
ABC-70-CPLX,0.7660000000000001,0.76,0.79,85.57019668100799,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-70-CPLX.result/ABC-70-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-70-CPLX.result/ABC-70-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-70-CPLX,1627.0,Good,,,
ABC-33-CPLX,0.8160000000000002,0.81,0.84,85.93758747697976,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-33-CPLX.result/ABC-33-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-33-CPLX.result/ABC-33-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-33-CPLX,1629.0,Auto,,,
ABC-51-CPLX,0.8060000000000002,0.8,0.83,88.0563786764706,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-51-CPLX.result/ABC-51-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-51-CPLX.result/ABC-51-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-51-CPLX,1632.0,Auto,,,
ABC-7-CPLX,0.7660000000000001,0.76,0.79,85.20673594132032,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-7-CPLX.result/ABC-7-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-7-CPLX.result/ABC-7-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-7-CPLX,1636.0,Good,,,
ABC-20-CPLX,0.7560000000000001,0.75,0.78,86.97927916921198,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-20-CPLX.result/ABC-20-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-20-CPLX.result/ABC-20-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-20-CPLX,1637.0,Good,,,
CPLX0-7975,0.7920000000000001,0.79,0.8,84.4094756097561,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7975.result/CPLX0-7975_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7975.result/CPLX0-7975_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-7975,1640.0,Good,,,
ABC-24-CPLX,0.746,0.74,0.77,83.86683505782108,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-24-CPLX.result/ABC-24-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-24-CPLX.result/ABC-24-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-24-CPLX,1643.0,Good,,,
CPLX0-7788,0.942,0.94,0.95,94.61095382746052,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7788.result/CPLX0-7788_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7788.result/CPLX0-7788_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-7788,1646.0,Auto,,,
CPLX0-8125,0.7780000000000001,0.79,0.73,81.01712901271956,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8125.result/CPLX0-8125_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8125.result/CPLX0-8125_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-8125,1651.0,Good,,,
BcsE2R2Q2,0.5640000000000001,0.56,0.58,77.38192865779926,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/BcsE2R2Q2.result/BcsE2R2Q2_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/BcsE2R2Q2.result/BcsE2R2Q2_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,BcsE2R2Q2,1654.0,Good,,,
FORMHYDROG2-CPLX,0.8140000000000002,0.81,0.83,87.8478963230862,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/FORMHYDROG2-CPLX.result/FORMHYDROG2-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/FORMHYDROG2-CPLX.result/FORMHYDROG2-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,FORMHYDROG2-CPLX,1659.0,Auto,,,
CPLX0-7674,0.52,0.52,0.52,70.78964628297362,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7674.result/CPLX0-7674_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7674.result/CPLX0-7674_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-7674,1668.0,Good,,,
FORMYLTHFDEFORMYL-CPLX,0.486,0.47,0.55,84.44663095238097,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/FORMYLTHFDEFORMYL-CPLX.result/FORMYLTHFDEFORMYL-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/FORMYLTHFDEFORMYL-CPLX.result/FORMYLTHFDEFORMYL-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,FORMYLTHFDEFORMYL-CPLX,1680.0,Good,,,
CPLX0-3951,0.238,0.18,0.47,77.71084123222748,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3951.result/CPLX0-3951_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3951.result/CPLX0-3951_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-3951,1688.0,Poor,,,
b3396_2_,0.252,0.19,0.5,83.45289411764705,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3396_2_.result/b3396_2__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3396_2_.result/b3396_2__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b3396_2_,1700.0,Poor,,,
CPLX0-7717,0.26,0.2,0.5,83.5031294117647,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7717.result/CPLX0-7717_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7717.result/CPLX0-7717_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-7717,1700.0,Good,,,
ABC-25-CPLX,0.7860000000000001,0.78,0.81,85.94489547038327,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-25-CPLX.result/ABC-25-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-25-CPLX.result/ABC-25-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-25-CPLX,1722.0,Good,,,
ABC-34-CPLX,0.8140000000000002,0.81,0.83,88.64268250289689,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-34-CPLX.result/ABC-34-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-34-CPLX.result/ABC-34-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-34-CPLX,1726.0,Auto,,,
CPLX0-7761,0.8940000000000001,0.89,0.91,94.84488439306357,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7761.result/CPLX0-7761_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7761.result/CPLX0-7761_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-7761,1730.0,Auto,,,
NRDACTMULTI-CPLX,0.8520000000000001,0.85,0.86,89.30139722863741,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/NRDACTMULTI-CPLX.result/NRDACTMULTI-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/NRDACTMULTI-CPLX.result/NRDACTMULTI-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,NRDACTMULTI-CPLX,1732.0,Auto,,,
CPLX0-1923,0.726,0.72,0.75,74.68005169442849,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-1923.result/CPLX0-1923_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-1923.result/CPLX0-1923_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-1923,1741.0,Poor,,,
b3005_2__b3006_5__b1252_1_,0.734,0.73,0.75,74.05458931648478,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3005_2__b3006_5__b1252_1_.result/b3005_2__b3006_5__b1252_1__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3005_2__b3006_5__b1252_1_.result/b3005_2__b3006_5__b1252_1__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b3005_2__b3006_5__b1252_1_,1741.0,Poor,,,
ABC-49-CPLX,0.7760000000000001,0.77,0.8,85.08571674311926,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-49-CPLX.result/ABC-49-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-49-CPLX.result/ABC-49-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-49-CPLX,1744.0,Good,,,
b2231_2_,0.616,0.61,0.64,84.70295428571427,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b2231_2_.result/b2231_2__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b2231_2_.result/b2231_2__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b2231_2_,1750.0,Good,,,
CPLX0-682,0.544,0.53,0.6,84.22326484018265,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-682.result/CPLX0-682_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-682.result/CPLX0-682_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-682,1752.0,Good,,,
ALAS-CPLX,0.612,0.61,0.62,87.67393835616438,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ALAS-CPLX.result/ALAS-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ALAS-CPLX.result/ALAS-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ALAS-CPLX,1752.0,Good,,,
CPLX0-7760,0.262,0.19,0.55,90.20491021324354,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7760.result/CPLX0-7760_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7760.result/CPLX0-7760_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-7760,1782.0,Good,,,
GlucD-GlucDRP,0.942,0.94,0.95,94.42562780269058,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GlucD-GlucDRP.result/GlucD-GlucDRP_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GlucD-GlucDRP.result/GlucD-GlucDRP_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,GlucD-GlucDRP,1784.0,Auto,,,
KDPD-CPLX,0.43200000000000005,0.43,0.44,73.54718680089485,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/KDPD-CPLX.result/KDPD-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/KDPD-CPLX.result/KDPD-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,KDPD-CPLX,1788.0,Good,,,
ABC-59-CPLX,0.7940000000000002,0.79,0.81,85.9312346368715,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-59-CPLX.result/ABC-59-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-59-CPLX.result/ABC-59-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-59-CPLX,1790.0,Good,,,
CPLX0-7979,0.94,0.94,0.94,93.9241611111111,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7979.result/CPLX0-7979_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7979.result/CPLX0-7979_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-7979,1800.0,Auto,,,
b0739_1__b0737_6_,0.706,0.7,0.73,74.13854525263741,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b0739_1__b0737_6_.result/b0739_1__b0737_6__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b0739_1__b0737_6_.result/b0739_1__b0737_6__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b0739_1__b0737_6_,1801.0,Good,,,
MENE-CPLX,0.28400000000000003,0.25,0.42,86.77068181818183,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/MENE-CPLX.result/MENE-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/MENE-CPLX.result/MENE-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,MENE-CPLX,1804.0,Good,,,
CITRYLY-CPLX,0.7,0.69,0.74,90.16559050772626,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CITRYLY-CPLX.result/CITRYLY-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CITRYLY-CPLX.result/CITRYLY-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CITRYLY-CPLX,1812.0,Good,,,
b0616_6_,0.7,0.69,0.74,90.16559050772626,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b0616_6_.result/b0616_6__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b0616_6_.result/b0616_6__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b0616_6_,1812.0,Good,,,
CPLX0-3970,0.7940000000000002,0.79,0.81,86.13348568281938,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3970.result/CPLX0-3970_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3970.result/CPLX0-3970_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-3970,1816.0,Good,,,
CPLX0-7697,0.596,0.59,0.62,78.45703744493392,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7697.result/CPLX0-7697_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7697.result/CPLX0-7697_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-7697,1816.0,Good,,,
ABC-22-CPLX,0.7840000000000001,0.78,0.8,86.05896816684962,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-22-CPLX.result/ABC-22-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-22-CPLX.result/ABC-22-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-22-CPLX,1822.0,Good,,,
EG11910-MONOMER_dimer_EG11911-MONOMER,0.9040000000000001,0.9,0.92,91.3530131723381,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/EG11910-MONOMER_dimer_EG11911-MONOMER.result/EG11910-MONOMER_dimer_EG11911-MONOMER_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/EG11910-MONOMER_dimer_EG11911-MONOMER.result/EG11910-MONOMER_dimer_EG11911-MONOMER_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,EG11910-MONOMER_dimer_EG11911-MONOMER,1822.0,Auto,,,
TORS-CPLX,0.42200000000000004,0.42,0.43,72.91789934354486,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/TORS-CPLX.result/TORS-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/TORS-CPLX.result/TORS-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,TORS-CPLX,1828.0,Good,,,
CPLX0-7844,0.662,0.65,0.71,89.60466739367503,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7844.result/CPLX0-7844_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7844.result/CPLX0-7844_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-7844,1834.0,Good,,,
ABC-8-CPLX,0.8040000000000002,0.8,0.82,86.77683378746593,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-8-CPLX.result/ABC-8-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-8-CPLX.result/ABC-8-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-8-CPLX,1835.0,Auto,,,
CPLX0-7976,0.616,0.65,0.48,81.07422113289762,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7976.result/CPLX0-7976_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7976.result/CPLX0-7976_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-7976,1836.0,Good,,,
