Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Names	Component-Of	Locations
yicC	b3644	3816676	3817539	putative RNase adaptor protein YicC	yicC // b3644 // ECK3634		cytosol
yicG	b3646	3818874	3819491	PF03458 family inner membrane protein YicG	yicG // b3646 // ECK3636		inner membrane
yicH	b3655	3830457	3832166	AsmA family protein YicH	yicH // b3655 // ECK3645		inner membrane
yicI	b3656	3832219	3834537	&alpha;-D-xyloside xylohydrolase	yicI // b3656 // ECK3646	&alpha;-D-xyloside xylohydrolase	
yicJ	b3657	3834547	3835929	putative xyloside transporter YicJ	yicJ // b3657 // ECK3647		inner membrane
yicL	b3660	3838248	3839171	putative transporter YicL	yicL // b3660 // ECK3650		inner membrane
yicN	b3663	3841950	3842402	DUF1198 domain-containing protein YicN	yicN // b3663 // ECK3654		membrane
yicR	b3638	3811891	3812559	RadC-like JAB domain-containing protein YicR	yicR // radC // b3638 // ECK3628		cytosol
yicS	b4555	3840215	3840508	uncharacterized protein YicS	yicS // b4555 // ECK3652		inner membrane
yicT	b4653	3836425	3836556		yicT // erhM // rhuM // b4653 // ECK4456		
yicU	b4797	3838642	3838701	protein YicU	yicU // b4797 // ECK4654		
yidA	b3697	3876140	3876952	sugar phosphatase YidA	yidA // b3697 // ECK3689		cytosol
yidB	b3698	3877067	3877465	DUF937 domain-containing protein YidB	yidB // b3698 // ECK3690		
yidC	b3705	3885076	3886722	membrane protein insertase YidC	yidC // b3705 // ECK3698	Sec Holo-Translocon	inner membrane
yidD	b4557	3884816	3885073	membrane protein insertion efficiency factor	yidD // b4557 // ECK3697		inner membrane
yidE	b3685	3864612	3866273	putative transport protein YidE	yidE // yibE // b3685 // ECK3677		inner membrane
yidF	b3674	3855114	3855611	uncharacterized protein YidF	yidF // b3674 // ECK3665		cytosol
yidG	b3675	3855608	3855970	inner membrane protein YidG	yidG // b3675 // ECK3666		inner membrane
yidH	b3676	3855960	3856307	DUF202 domain-containing inner membrane protein YidH	yidH // b3676 // ECK3667		inner membrane
yidI	b3677	3856415	3856864	putative inner membrane protein YidI	yidI // b3677 // ECK3668		inner membrane
yidJ	b3678	3856911	3858404	putative sulfatase/phosphatase YidJ	yidJ // b3678 // ECK3669		cytosol
yidK	b3679	3858401	3860116	putative transporter YidK	yidK // b3679 // ECK3670		inner membrane
yidL	b3680	3860283	3861176	putative DNA-binding transcriptional regulator YidL	yidL // b3680 // ECK3671		inner membrane // cytosol
yidP	b3684	3863899	3864615	putative DNA-binding transcriptional regulator YidP	yidP // b3684 // ECK3676		cytosol
yidQ	b3688	3867728	3868060	DUF1375 domain-containing putative lipoprotein YidQ	yidQ // ecfI // b3688 // ECK3680		outer membrane
yidR	b3689	3868062	3869309	DUF3748 domain-containing galacturonate catabolism protein YidR	yidR // b3689 // ECK3681		
yidX	b3696	3875438	3876094	putative lipoprotein YidX	yidX // b3696 // ECK3688		inner membrane
yidZ	b3711	3892765	3893724	DNA-binding transcriptional dual regulator YidZ	yidZ // b3711 // ECK3704		cytosol
yieE	b3712	3893881	3894630	putative phosphopantetheinyl transferase	yieE // b3712 // ECK3705		cytosol
yieF	b3713	3894652	3895218	quinone reductase	yieF // chrR // b3713 // ECK3706	quinone reductase	cytosol
yieH	b3715	3896774	3897439	6-phosphogluconate phosphatase	yieH // b3715 // ECK3708		cytosol
yieK	b3718	3898671	3899393	putative glucosamine-6-phosphate deaminase YieK	yieK // b3718 // ECK3711		cytosol
yieL	b3719	3899408	3900577	putative hydrolase YieL	yieL // b3719 // ECK3712		
yieP	b3755	3940635	3941327	DNA-binding transcriptional dual regulator YieP	yieP // b3755 // ECK3749		cytosol
yifB	b3765	3948449	3949969	putative magnesium chelatase YifB	yifB // b3765 // ECK3758		cytosol
yifK	b3795	3980887	3982272	putative transporter YifK	yifK // b3795 // ECK3788		inner membrane
yifL	b4558	3994522	3994725	putative lipoprotein YifL	yifL // b4558 // ECK3803		inner membrane
yifN	b3777	3960012	3960460	putative toxin YifN	yifN // ECK3769 // yifO // b3777 // ECK3768		
yigA	b3810	3995583	3996290	DUF484 domain-containing protein YigA	yigA // b3810 // ECK3805		cytosol
yigB	b3812	3997183	3997899	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	yigB // b3812 // ECK3807		cytosol
yigE	b4482	4000292	4001056	DUF2233 domain-containing protein YigE	yigE // b3815 // b3814 // b4482 // ECK3809		membrane
yigF	b3817	4002419	4002799	DUF2628 domain-containing protein YigF	yigF // b3817 // ECK3811		inner membrane
yigG	b3818	4002813	4003193	inner membrane protein	yigG // b3818 // ECK3812		inner membrane
yigI	b3820	4004230	4004697	putative thioesterase YigI	yigI // b3820 // ECK3814		cytosol
yigL	b3826	4010200	4011000	phosphosugar phosphatase YigL	yigL // b3826 // ECK3820		cytosol
yigZ	b3848	4032492	4033106	IMPACT family member YigZ	yigZ // b3848 // ECK3840		cytosol
yihA	b3865	4050133	4050765	GTP-binding protein YihA	yihA // engB // b3865 // ECK3857		cytosol
yihD	b3858	4042069	4042338	DUF1040 domain-containing protein YihD	yihD // b3858 // ECK3850		cytosol
yihF	b3861	4044199	4045629	DUF945 domain-containing protein YihF	yihF // b3861 // ECK3853		inner membrane
yihG	b3862	4045670	4046602	1-acylglycerol-3-phosphate <i>O</i>-acyltransferase YihG	yihG // b3862 // ECK3854		inner membrane
yihI	b3866	4051347	4051856	Der GTPase-activating protein YihI	yihI // b3866 // ECK3859	Der GTPase-activating protein YihI	cytosol
yihL	b3872	4060447	4061157	putative DNA-binding transcriptional regulator YihL	yihL // b3872 // ECK3865		cytosol
yihM	b3873	4061165	4062145	putative TIM barrel domain-containing protein YihM	yihM // b3873 // ECK3866		cytosol
yihN	b3874	4062247	4063512	putative transporter YihN	yihN // b3874 // ECK3867		inner membrane
yihO	b3876	4064363	4065766	putative sulfoquinovose transporter	yihO // squO // b3876 // ECK3869		inner membrane
yihP	b3877	4065809	4067194	putative 2,3-dihydroxypropane-1-sulfonate export protein	yihP // b3877 // ECK3870		inner membrane
yihQ	b3878	4067240	4069276	sulfoquinovosidase	yihQ // squQ // b3878 // ECK3871		cytosol
yihR	b3879	4069475	4070401	putative sulfoquinovose mutarotase YihR	yihR // squR // b3879 // ECK3872		cytosol
yihS	b3880	4070515	4071756	sulfoquinovose isomerase	yihS // squS // b3880 // ECK3873	sulfoquinovose isomerase	cytosol
yihT	b3881	4071773	4072651	6-deoxy-6-sulfofructose-1-phosphate aldolase	yihT // squT // b3881 // ECK3874		periplasmic space // cytosol
yihU	b3882	4072675	4073571	3-sulfolactaldehyde reductase	yihU // squU // b3882 // ECK3875	3-sulfolactaldehyde reductase	cytosol
yihV	b3883	4073739	4074635	6-deoxy-6-sulfofructose kinase	yihV // squV // b3883 // ECK3876		cytosol
yihX	b3885	4075553	4076152	&alpha;-D-glucose-1-phosphate phosphatase YihX	yihX // b3885 // ECK3878		cytosol
yihY	b3886	4076146	4077018	PF03631 family membrane protein YihY	yihY // rbn // b3886 // ECK3879		inner membrane
yiiE	b3889	4079291	4079509	putative DNA-binding transcriptional regulator YiiE	yiiE // b3889 // ECK3882		cytosol
yiiF	b3890	4079751	4079969	protein YiiF	yiiF // b3890 // ECK3883		cytosol
yiiG	b3896	4087002	4088057	DUF3829 domain-containing lipoprotein YiiG	yiiG // b3896 // ECK3889		
yiiM	b3910	4102822	4103496	6-hydroxyaminopurine reductase	yiiM // b3910 // ECK3903	6-hydroxyaminopurine reductase	cytosol
yiiQ	b3920	4111615	4112214	DUF1454 domain-containing protein YiiQ	yiiQ // b3920 // ECK3912		
yiiR	b3921	4112315	4112755	DUF805 domain-containing protein YiiR	yiiR // b3921 // ECK3913		inner membrane
yiiS	b3922	4112967	4113266	DUF406 domain-containing protein YiiS	yiiS // b3922 // ECK3914		cytosol
yiiX	b3937	4127286	4127894	putative lipid-binding hydrolase YiiX	yiiX // b3937 // ECK3929		
yijD	b3964	4161771	4162130	DUF1422 domain-containing inner membrane protein YijD	yijD // b3964 // ECK3956		inner membrane
yijE	b3943	4136108	4137013	cystine exporter	yijE // b3943 // ECK3935		inner membrane
yijF	b3944	4137040	4137657	DUF1287 domain-containing protein YijF	yijF // b3944 // ECK3936		
yijO	b3954	4147466	4148317	putative DNA-binding transcriptional regulator YijO	yijO // b3954 // ECK3945		cytosol
yjaA	b4011	4213234	4213617	stress response protein	yjaA // b4011 // ECK4003		membrane
yjaB	b4012	4213680	4214123	peptidyl-lysine <i>N</i>-acetyltransferase YjaB	yjaB // b4012 // ECK4004		cytosol
yjaG	b3999	4199504	4200094	DUF416 domain-containing protein YjaG	yjaG // b3999 // ECK3991		cytosol
yjaH	b4001	4200566	4201261	DUF1481 domain-containing protein YjaH	yjaH // b4001 // ECK3993		
yjaZ	b3989	4189786	4190325	protein YjaZ	yjaZ // htrC // b3989 // ECK3980		cytosol
yjbB	b4020	4227731	4229362	putative inorganic phosphate export protein YjbB	yjbB // b4020 // ECK4012		inner membrane
yjbD	b4023	4231359	4231631	DUF3811 domain-containing protein YjbD	yjbD // b4023 // ECK4015		
yjbE	b4026	4235906	4236148	uncharacterized protein YjbE	yjbE // b4026 // ECK4018		extracellular space
yjbF	b4027	4236262	4236900	lipoprotein YjbF	yjbF // b4027 // ECK4019		inner membrane // periplasmic space
yjbG	b4028	4236897	4237634	capsule biosynthesis GfcC family protein YjbG	yjbG // b4028 // ECK4020		inner membrane
yjbH	b4029	4237634	4239730	putative lipoprotein YjbH	yjbH // b4029 // ECK4021		inner membrane // outer membrane
yjbI	b4038	4250703	4252283	pentapeptide repeats-containing protein YjbI	yjbI // b4038 // ECK4030		
yjbJ	b4045	4259237	4259446	putative stress response protein YjbJ	yjbJ // b4045 // ECK4037		cytosol
yjbL	b4047	4260321	4260575	uncharacterized protein YjbL	yjbL // b4047 // ECK4039		
yjbM	b4048	4260599	4261306	DUF2713 domain-containing protein YjbM	yjbM // b4048 // ECK4040		
yjbQ	b4056	4270238	4270654	PF01894 family protein YjbQ	yjbQ // b4056 // ECK4048		cytosol
yjbR	b4057	4270658	4271014	PF04237 family protein YjbR	yjbR // b4057 // ECK4049		cytosol
yjbS	b4621	4268809	4269012	uncharacterized protein YjbS	yjbS // b4621 // ECK4429		
yjbT	b4620	4239777	4240055	PF17089 family protein YjbT	yjbT // b4620 // ECK4428		periplasmic space
yjcB	b4060	4274760	4275041	uncharacterized protein YjcB	yjcB // b4060 // ECK4052		inner membrane
yjcE	b4065	4279980	4281629	putative transporter YjcE	yjcE // b4065 // ECK4058		inner membrane
yjcF	b4066	4281783	4283075	pentapeptide repeat-containing protein YjcF	yjcF // b4066 // ECK4059		cytosol
yjcH	b4068	4284899	4285213	DUF485 domain-containing inner membrane protein YjcH	yjcH // b4068 // ECK4061		inner membrane
yjcO	b4078	4296436	4297125	Sel1 repeat-containing protein YjcO	yjcO // b4078 // ECK4071		
yjcS	b4083	4304612	4306597	linear primary-alkylsulfatase	yjcS // b4083 // ECK4076		periplasmic space
yjdC	b4135	4362733	4363308	putative DNA-binding transcriptional regulator YjdC	yjdC // cutA3 // b4135 // ECK4129		cytosol
yjdF	b4121	4344929	4345558	DUF2238 domain-containing inner membrane protein YjdF	yjdF // b4121 // ECK4114		inner membrane
yjdI	b4126	4351843	4352073	PF06902 family protein YjdI	yjdI // b4126 // ECK4119		
yjdJ	b4127	4352085	4352357	putative <i>N</i>-acetyltransferase YjdJ	yjdJ // b4127 // ECK4120		cytosol
yjdM	b4108	4326399	4326734	zinc ribbon domain-containing protein YjdM	yjdM // phnA // b4108 // ECK4101		cytosol
yjdN	b4107	4325298	4325741	PF06983 family protein YjdN	yjdN // phnB // b4107 // ECK4100		
yjdP	b4487	4313868	4314197	protein YjdP	yjdP // b4487 // ECK4084		
yjdQ	b4654	4362191	4362353		yjdQ // b4654 // ECK4457		
yjeH	b4141	4369156	4370412	L-methionine/branched chain amino acid exporter	yjeH // b4141 // ECK4135		inner membrane
yjeI	b4144	4372809	4373162	DUF4156 domain-containing lipoprotein YjeI	yjeI // b4144 // ECK4138		
yjeJ	b4145	4373365	4374234	protein YjeJ	yjeJ // b4145 // ECK4139		cytosol
yjeM	b4156	4383839	4385341	putative transporter YjeM	yjeM // b4156 // ECK4152		inner membrane
yjeN	b4157	4385393	4385707	uncharacterized protein YjeN	yjeN // b4157 // ECK4153		
yjeO	b4158	4385704	4386018	DUF2645 domain-containing inner membrane protein YjeO	yjeO // b4158 // ECK4154		inner membrane
yjeT	b4176	4404386	4404583	DUF2065 domain-containing protein YjeT	yjeT // b4176 // ECK4172		inner membrane
yjeV	b4670	4392892	4392945	uncharacterized protein YjeV	yjeV // b4670 // ECK4485		
yjfC	b4186	4413028	4414191	putative acid&mdash;amine ligase YjfC	yjfC // b4186 // ECK4182		cytosol
yjfF	b4231	4453583	4454578	galactofuranose ABC transporter putative membrane subunit YjtF	yjfF // b4231 // ECK4226	galactofuranose ABC transporter	inner membrane
yjfI	b4181	4410133	4410534	DUF2170 domain-containing protein YjfI	yjfI // b4181 // ECK4177		membrane
yjfJ	b4182	4410553	4411251	PspA family protein YjfJ	yjfJ // b4182 // ECK4178		cytosol
yjfK	b4183	4411302	4411961	DUF2491 domain-containing protein YjfK	yjfK // b4183 // ECK4179		
yjfL	b4184	4411979	4412377	DUF350 domain-containing inner membrane protein YjfL	yjfL // b4184 // ECK4180		inner membrane
yjfM	b4185	4412387	4413025	DUF1190 domain-containing protein YjfM	yjfM // b4185 // ECK4181		
yjfN	b4188	4416017	4416292	protease activator YjfN	yjfN // b4188 // ECK4184		periplasmic space
yjfP	b4190	4416952	4417701	carboxylesterase	yjfP // b4190 // ECK4186	carboxylesterase	
yjfY	b4199	4424516	4424791	DUF1471 domain-containing protein YjfY	yjfY // b4199 // ECK4195		periplasmic space // cytosol
yjfZ	b4204	4426628	4427422	DUF2686 domain-containing protein YjfZ	yjfZ // b4204 // ECK4200		membrane
yjgA	b4234	4457314	4457865	putative ribosome biogenesis factor YjgA	yjgA // b4234 // ECK4229		cytosol
yjgH	b4248	4472814	4473209	RutC family protein YjgH	yjgH // b4248 // ECK4242		cytosol
yjgL	b4253	4475437	4477251	protein YjgL	yjgL // b4253 // ECK4246		cytosol // outer membrane
yjgM	b4256	4479034	4479537	putative <i>N</i>-acetyltransferase YjgM	yjgM // b4256 // ECK4249		cytosol
yjgN	b4257	4479730	4480926	inner membrane protein YjgN	yjgN // b4257 // ECK4250		inner membrane
yjgR	b4263	4488561	4490063	DUF853 domain-containing protein YjgR	yjgR // b4263 // ECK4256		
yjgW	b4274	4499599	4499934		yjgW // b4274 // ECK4265		
yjgX	b4575	4499593	4500791	KpLE2 phage-like element; putative phosphoethanolamine transferase YjgX, N-terminal fragment	yjgX // yjgY // b4276 // b4275 // b4560 // b4575 // ECK4266		
yjgZ	b4277	4501260	4501589	KpLE2 phage-like element; uncharacterized protein YjgZ	yjgZ // b4277 // ECK4267		cytosol
yjhD	b4281	4506626	4506856	KpLE2 phage-like element; surface adhesin E-like protein	yjhD // b4281 // ECK4271		cytosol
yjhE	b4282	4506861	4507109	KpLE2 phage-like element; putative membrane protein (pseudogene)	yjhE // b4282 // ECK4272		membrane
yjhF	b4296	4520671	4522020	KpLE2 phage-like element; putative transporter YjhF	yjhF // b4296 // ECK4285		inner membrane
yjhG	b4297	4522127	4524094	KpLE2 phage-like element; D-xylonate dehydratase	yjhG // b4297 // ECK4286		cytosol
yjhH	b4298	4524105	4525010	KpLE2 phage-like element; putative 2-dehydro-3-deoxy-D-pentonate aldolase	yjhH // b4298 // ECK4287		periplasmic space // cytosol
yjhI	b4299	4525015	4525803	KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI	yjhI // b4299 // ECK4288		cytosol
yjhP	b4306	4532437	4533183	KpLE2 phage-like element; putative methyltransferase YjhP	yjhP // b4306 // ECK4296		cytosol // membrane
yjhQ	b4307	4533239	4533784	KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ	yjhQ // b4307 // ECK4297		cytosol
yjhR	b4308	4535015	4536031	KpLE2 phage-like element; PLD-like domain-containing protein YjhR	yjhR // b4308 // ECK4299		cytosol
yjhU	b4295	4519338	4520324	KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhU	yjhU // b4295 // ECK4284		cytosol
yjhV	b4286	4509804	4510133	KpLE2 phage-like element; putative uncharacterized protein YjhV	yjhV // b4286 // ECK4276		cytosol
yjhY	b4656	4532050	4532310		yjhY // b4656 // ECK4453		
yjhZ	b4657	4534430	4534675	KpLE2 phage-like element; putative acetyltransferase YjhZ	yjhZ // b4657 // ECK4455		
yjiA	b4352	4587909	4588865	P-loop guanosine triphosphatase YjiA	yjiA // b4352 // ECK4342		cytosol
yjiC	b4325	4555490	4556320	DUF2686 domain-containing protein YjiC	yjiC // b4325 // ECK4316		
yjiG	b4329	4559539	4560000	Gate family protein YjiG	yjiG // b4329 // ECK4320		inner membrane
yjiH	b4330	4559997	4560680	uncharacterized protein YjiH	yjiH // b4330 // ECK4321		inner membrane
yjiJ	b4332	4561497	4562675	putative transporter YjiJ	yjiJ // b4332 // ECK4323		inner membrane
yjiK	b4333	4562743	4563603	PF06977 family protein YjiK	yjiK // b4333 // ECK4324		inner membrane
yjiL	b4334	4563922	4564689	putative ATPase, activator of (R)-hydroxyglutaryl-CoA dehdratase	yjiL // b4334 // ECK4325		cytosol
yjiM	b4335	4564699	4565850	putative dehydratase subunit	yjiM // b4335 // ECK4326		cytosol
yjiN	b4336	4565966	4567246	DUF445 domain-containing protein YjiN	yjiN // b4336 // ECK4327		inner membrane
yjiR	b4340	4570162	4571574	fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR	yjiR // b4340 // ECK4331		cytosol
yjiS	b4341	4571751	4571915	DUF1127 domain-containing protein YjiS	yjiS // b4341 // ECK4332		
yjiT	b4342	4572414	4573931	putative uncharacterized protein YjiT	yjiT // b4342 // ECK4333		
yjiV	b4486	4574135	4576855	putative uncharacterized protein YjiV	yjiV // mcrD // yjiU // b4343 // b4344 // b4486 // ECK4334		cytosol
yjiX	b4353	4588876	4589079	PF04328 family protein YjiX	yjiX // b4353 // ECK4343		
yjjA	b4360	4599695	4600189	DUF2501 domain-containing protein YjjA	yjjA // b4360 // ECK4350		cytosol
yjjB	b4363	4601624	4602097	putative succinate exporter YjjB	yjjB // b4363 // ECK4353		inner membrane
yjjG	b4374	4608646	4609323	pyrimidine 5'-nucleotidase YjjG	yjjG // b4374 // ECK4365		inner membrane // cytosol
yjjI	b4380	4615515	4617065	DUF3029 domain-containing protein YjjI	yjjI // yjjH // b4380 // ECK4372		cytosol
yjjJ	b4385	4621769	4623100	toxin YjjJ	yjjJ // b4385 // ECK4377		cytosol
yjjP	b4364	4602088	4602858	putative succinate exporter YjjP	yjjP // b4364 // ECK4354		inner membrane
yjjQ	b4365	4603477	4604202	DNA-binding transcriptional repressor YjjQ	yjjQ // b4365 // ECK4355		cytosol
yjjU	b4377	4612411	4613484	putative patatin-like phospholipase YjjU	yjjU // b4377 // ECK4369		
yjjV	b4378	4613481	4614260	putative metal-dependent hydrolase YjjV	yjjV // b4378 // ECK4370		cytosol
yjjW	b4379	4614680	4615543	putative glycyl-radical enzyme activating enzyme YjjW	yjjW // b4379 // ECK4371		cytosol
yjjX	b4394	4633233	4633745	inosine/xanthosine triphosphatase	yjjX // b4394 // ECK4386	inosine/xanthosine triphosphatase	cytosol
yjjY	b4402	4640402	4640542	uncharacterized protein YjjY	yjjY // b4402 // ECK4394		membrane
yjjZ	b4567	4605804	4606040	DUF1435 domain-containing protein YjjZ	yjjZ // b4567 // ECK4358		inner membrane
yjtD	b4403	4640942	4641628	putative tRNA/rRNA methyltransferase YjtD	yjtD // lasT // b4403 // ECK4395	putative tRNA/rRNA methyltransferase YjtD	cytosol
ykfA	b0253	268097	268960	CP4-6 prophage; putative GTP-binding protein YkfA	ykfA // b0253 // ECK0255		cytosol
ykfB	b0250	265620	266087	CP4-6 prophage; protein YkfB	ykfB // b0250 // ECK0252		
ykfC	b0258	272847	273992	CP4-6 prophage; PF00078 domain-containing protein YkfC	ykfC // b0258 // ECK0260		cytosol
ykfF	b0249	265304	265543	CP4-6 prophage; protein YkfF	ykfF // b0249 // ECK0251		
ykfG	b0247	264256	264732	CP4-6 prophage; RadC-like JAB domain-containing protein YkfG	ykfG // b0247 // ECK0249		cytosol
ykfH	b4504	264026	264247	DUF987 domain-containing protein YkfH	ykfH // b4504 // ECK0248		
ykfI	b0245	263328	263669	CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system	ykfI // b0245 // ECK0246		cytosol
